index_id,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_id,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k,industry_id,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,skill_category_id,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,net_jobs_change,job_creation_displacement_ratio,reskilling_spend_per_displaced_job
185,2024,3,2024-Q3,2024-07-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,9.37,3.05,7.2,1518,718,100429.14,4.81,1.7,58824,0.783,-800,0.47299077733860342556,66.1588537549407115
186,2023,3,2023-Q3,2023-07-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,53.28,6.47,4.48,1156,762,507685.59,0.96,3.4,32368,0.838,-394,0.65916955017301038062,439.1743858131487889
187,2022,2,2022-Q2,2022-04-01,f,f,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,37.93,7.49,2.33,111,75,22475.37,-0.49,0.8,12280,0.617,-36,0.67567567567567567568,202.4808108108108108
188,2021,1,2021-Q1,2021-01-01,t,f,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,13.94,5.51,4.71,2877,703,301570.73,2.43,0.0,61224,0.927,-2174,0.24435175530066041015,104.8212478275981926
189,2022,2,2022-Q2,2022-04-01,f,f,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,32.67,4.57,1.98,322,270,258105.54,-3.73,0.0,47827,0.679,-52,0.83850931677018633540,801.5700000000000000
190,2021,4,2021-Q4,2021-10-01,t,f,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,43.57,3.23,6.86,903,802,26348.81,-0.85,5.2,16518,0.864,-101,0.88815060908084163898,29.1791915836101883
191,2022,4,2022-Q4,2022-10-01,f,t,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,26.62,5.97,6.63,15150,4549,261308.78,-1.5,6.0,252503,0.724,-10601,0.30026402640264026403,17.2481042904290429
192,2021,2,2021-Q2,2021-04-01,t,f,8,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,21.4,6.61,4.11,2309,1511,235376.82,-1.51,2.7,59603,0.911,-798,0.65439584235599826765,101.9388566478995236
193,2024,1,2024-Q1,2024-01-01,f,t,6,CN,China,Asia-Pacific,Emerging,7038473.41,58.4,Established,65.7,1306.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,65.61,5.12,10.0,1371,591,160175.16,5.26,6.1,27638,0.87,-780,0.43107221006564551422,116.8308971553610503
194,2023,3,2023-Q3,2023-07-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,29.48,3.95,9.54,934,294,92314.99,3.96,8.4,26471,0.819,-640,0.31477516059957173448,98.8383190578158458
195,2022,1,2022-Q1,2022-01-01,t,f,22,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,1.36,7.63,5.58,5986,3177,9999.83,5.38,3.1,117242,0.933,-2809,0.53073838957567657868,1.6705362512529235
196,2023,2,2023-Q2,2023-04-01,f,t,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,47.66,2.76,2.24,216,94,15542.49,-2.2,6.8,15246,0.585,-122,0.43518518518518518519,71.9559722222222222
197,2023,4,2023-Q4,2023-10-01,f,t,6,CN,China,Asia-Pacific,Emerging,7038473.41,58.4,Established,65.7,1306.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,32.14,4.35,6.53,864,236,63215.32,3.66,7.6,25148,0.863,-628,0.27314814814814814815,73.1658796296296296
198,2021,2,2021-Q2,2021-04-01,t,f,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,32.24,6.43,1.57,1561,844,631012.02,1.88,0.0,154804,0.781,-717,0.54067905188981422165,404.2357591287636131
199,2024,4,2024-Q4,2024-10-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,19.83,6.73,1.29,197,49,305800.91,-0.68,8.4,21191,0.78,-148,0.24873096446700507614,1552.2888832487309645
200,2021,2,2021-Q2,2021-04-01,t,f,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,21.63,6.02,5.17,2422,1508,306831.28,2.34,6.5,54412,0.699,-914,0.62262592898431048720,126.6850867052023121
201,2021,4,2021-Q4,2021-10-01,t,f,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,41.02,3.75,3.53,734,414,802497.18,-0.71,3.9,41313,0.639,-320,0.56403269754768392371,1093.3204087193460490
202,2024,1,2024-Q1,2024-01-01,f,t,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,35.52,4.75,0.37,18,9,36453.4,-0.3,12.6,9335,0.715,-9,0.50000000000000000000,2025.1888888888888889
203,2023,2,2023-Q2,2023-04-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,53.03,4.69,2.14,236,120,202833.26,-1.12,8.7,27985,0.885,-116,0.50847457627118644068,859.4629661016949153
204,2022,4,2022-Q4,2022-10-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,51.15,7.45,10.0,4652,1590,26591.43,-0.5,4.7,67450,0.838,-3062,0.34178847807394668960,5.7161285468615649
205,2021,1,2021-Q1,2021-01-01,t,f,8,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,8.62,7.77,5.75,238,155,271706.75,5.6,3.5,5284,0.909,-83,0.65126050420168067227,1141.6250000000000000
206,2023,1,2023-Q1,2023-01-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,11.6,4.71,4.31,377,154,24278.72,-5.83,5.3,25909,0.775,-223,0.40848806366047745358,64.3997877984084881
207,2022,3,2022-Q3,2022-07-01,f,f,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,20.49,6.58,2.37,879,681,34633.14,,0.0,39258,0.901,-198,0.77474402730375426621,39.4006143344709898
208,2023,2,2023-Q2,2023-04-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,41.02,3.64,5.17,369,160,146390.42,2.06,5.6,7799,0.803,-209,0.43360433604336043360,396.7220054200542005
209,2024,4,2024-Q4,2024-10-01,f,t,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,34.09,3.57,3.64,1482,764,41374.41,1.17,8.0,47621,0.955,-718,0.51551956815114709852,27.9179554655870445
210,2024,4,2024-Q4,2024-10-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,26.86,3.41,5.37,2754,1384,8815.66,-0.72,7.9,74705,0.748,-1370,0.50254175744371822803,3.2010384894698620
211,2023,4,2023-Q4,2023-10-01,f,t,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,61.4,6.49,4.12,78,22,61976.99,-3.48,6.7,2606,0.812,-56,0.28205128205128205128,794.5767948717948718
212,2023,3,2023-Q3,2023-07-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,52.9,3.54,9.83,4350,1716,1132884.3,5.07,0.9,56971,0.871,-2634,0.39448275862068965517,260.4331724137931034
213,2023,1,2023-Q1,2023-01-01,f,t,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,39.4,4.93,8.05,17876,9906,60750.11,,5.3,391880,0.86,-7970,0.55415081673752517342,3.3984174311926606
214,2021,3,2021-Q3,2021-07-01,t,f,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,45.17,6.94,7.12,382,157,73416.56,4.97,2.9,13156,0.908,-225,0.41099476439790575916,192.1899476439790576
215,2021,2,2021-Q2,2021-04-01,t,f,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,0.5,8.34,6.07,229,92,201907.22,-4.39,4.6,5685,0.465,-137,0.40174672489082969432,881.6909170305676856
216,2021,3,2021-Q3,2021-07-01,t,f,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,31.65,8.12,5.95,7006,2905,110897.51,0.43,0.0,132939,0.727,-4101,0.41464459035112760491,15.8289337710533828
217,2023,4,2023-Q4,2023-10-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,53.11,5.04,5.39,1177,989,21001.96,2.23,12.3,27112,0.744,-188,0.84027187765505522515,17.8436363636363636
218,2021,2,2021-Q2,2021-04-01,t,f,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,9.24,7.65,4.91,620,180,100343.25,4.46,0.0,25200,0.958,-440,0.29032258064516129032,161.8439516129032258
219,2023,3,2023-Q3,2023-07-01,f,t,8,BR,Brazil,Latin America,Emerging,12728373.53,50.6,Established,53.6,688.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,19.47,2.42,3.98,7389,3368,155984.2,3.62,1.8,236433,0.776,-4021,0.45581269454594667749,21.1103261605088645
220,2023,1,2023-Q1,2023-01-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,35.84,6.31,3.67,228,199,36712.62,4.06,3.9,16666,0.943,-29,0.87280701754385964912,161.0202631578947368
221,2022,1,2022-Q1,2022-01-01,t,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,23.74,6.66,2.55,1814,807,79155.0,7.72,8.4,85928,0.805,-1007,0.44487320837927232635,43.6356119073869901
222,2021,2,2021-Q2,2021-04-01,t,f,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,23.09,5.36,2.98,103,84,203790.67,-4.52,4.8,3723,0.904,-19,0.81553398058252427184,1978.5501941747572816
223,2023,2,2023-Q2,2023-04-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,40.84,3.9,3.11,558,334,176766.47,-0.19,15.2,34217,0.961,-224,0.59856630824372759857,316.7857885304659498
224,2022,2,2022-Q2,2022-04-01,f,f,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,0.5,8.42,4.34,2986,790,274435.57,1.32,4.8,95541,0.835,-2196,0.26456798392498325519,91.9074246483590087
225,2021,4,2021-Q4,2021-10-01,t,f,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,30.06,7.88,2.8,820,548,43658.34,-2.48,6.2,55151,0.813,-272,0.66829268292682926829,53.2418780487804878
226,2023,4,2023-Q4,2023-10-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,21,Aerospace & Defence,Industrial,37.9,2.35,Scaling,14.6,Predictive maintenance & simulation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,48.18,7.88,2.89,595,473,70075.8,7.51,7.3,31172,0.481,-122,0.79495798319327731092,117.7744537815126050
227,2024,3,2024-Q3,2024-07-01,f,t,17,SE,Sweden,Europe,Developed,35693008.03,70.1,Established,84.4,1609.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,17.32,8.35,3.41,3060,2164,137819.87,5.34,9.0,187377,0.873,-896,0.70718954248366013072,45.0391732026143791
228,2022,1,2022-Q1,2022-01-01,t,f,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,18.21,6.3,3.34,1164,600,99949.26,-3.45,,52981,0.767,-564,0.51546391752577319588,85.8670618556701031
229,2022,2,2022-Q2,2022-04-01,f,f,5,JP,Japan,Asia-Pacific,Developed,27613361.71,69.8,Established,99.5,1723.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,45.63,3.41,5.42,568,247,204843.9,2.12,0.9,15925,0.904,-321,0.43485915492957746479,360.6406690140845070
230,2023,4,2023-Q4,2023-10-01,f,t,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,48.06,5.33,0.32,21,17,39774.14,0.75,2.8,7429,0.862,-4,0.80952380952380952381,1894.0066666666666667
231,2022,2,2022-Q2,2022-04-01,f,f,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,14.75,5.14,5.39,1245,927,235309.56,0.84,2.8,30624,0.665,-318,0.74457831325301204819,189.0036626506024096
232,2023,3,2023-Q3,2023-07-01,f,t,2,GB,United Kingdom,Europe,Developed,17661249.01,79.5,Developing,84.8,1792.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,38.65,6.89,6.07,2607,1550,132853.05,4.35,7.5,108388,0.753,-1057,0.59455312619869581895,50.9601265822784810
233,2023,3,2023-Q3,2023-07-01,f,t,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,31.75,4.52,7.29,577,247,36868.2,-6.19,8.7,16194,0.983,-330,0.42807625649913344887,63.8963604852686308
234,2023,3,2023-Q3,2023-07-01,f,t,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,34.05,4.24,3.84,2599,1707,76230.65,-4.22,7.9,90159,0.565,-892,0.65679107348980377068,29.3307618314736437
235,2022,3,2022-Q3,2022-07-01,f,f,29,CH,Switzerland,Europe,Developed,35093239.12,66.1,Developing,66.7,1934.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,34.38,7.35,5.09,4471,1149,17204.59,3.39,4.4,110531,0.937,-3322,0.25698948781033325878,3.8480407067770074
236,2023,2,2023-Q2,2023-04-01,f,t,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,43.25,1.8,2.31,1630,1465,64330.62,1.69,12.7,183876,0.583,-165,0.89877300613496932515,39.4666380368098160
237,2022,4,2022-Q4,2022-10-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,35.6,2.18,2.09,993,297,37295.41,0.51,7.6,99413,0.93,-696,0.29909365558912386707,37.5583182275931521
238,2021,4,2021-Q4,2021-10-01,t,f,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,21.75,4.89,3.15,478,319,38116.01,1.22,3.1,27048,0.799,-159,0.66736401673640167364,79.7406066945606695
239,2022,3,2022-Q3,2022-07-01,f,f,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,13.39,4.99,5.91,1702,599,28064.56,11.15,1.9,47916,0.735,-1103,0.35193889541715628672,16.4891656874265570
240,2024,3,2024-Q3,2024-07-01,f,t,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,35.63,2.73,4.02,1350,519,4748.43,1.08,16.1,51804,0.802,-831,0.38444444444444444444,3.5173555555555556
241,2021,3,2021-Q3,2021-07-01,t,f,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,16,Real Estate,Finance,73.3,1.4,Exploring,56.1,Property valuation & market analysis,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,19.28,1.76,1.9,354,176,20351.93,4.71,0.0,36768,0.955,-178,0.49717514124293785311,57.4913276836158192
242,2022,3,2022-Q3,2022-07-01,f,f,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,25.88,5.54,2.15,234,61,166420.6,-3.55,3.6,20167,0.805,-173,0.26068376068376068376,711.1991452991452991
243,2021,4,2021-Q4,2021-10-01,t,f,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,7.42,5.61,2.24,178,90,20329.87,-4.86,0.0,22107,0.707,-88,0.50561797752808988764,114.2127528089887640
244,2021,4,2021-Q4,2021-10-01,t,f,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,14.77,2.26,9.09,207,145,14105.8,7.59,11.0,5356,0.981,-62,0.70048309178743961353,68.1439613526570048
245,2023,2,2023-Q2,2023-04-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,41.1,6.29,4.85,837,488,100334.8,5.5,9.3,24850,0.834,-349,0.58303464755077658303,119.8743130227001195
246,2024,1,2024-Q1,2024-01-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,53.39,6.29,4.62,6605,3683,676433.18,2.02,5.4,153226,0.593,-2922,0.55760787282361847086,102.4122906888720666
